Sezon;Data;Gospodarz;Gość;Wynik;Rola;Przeciwnik;Zawodnik;Minuty;Gole;Status;Karne;Żółte;Czerwone;Wejście;Zejście
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Mateusz Stryjewski;7;0;Wszedł;0;0;0;83;0
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Daniel Mikołajewski;90;0;Cały mecz;0;0;0;0;0
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Martin Chlumecký;90;0;Cały mecz;0;0;0;0;0
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Piotr Tomasik;90;0;Cały mecz;0;1;0;0;0
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Maksymilian Sitek;63;0;Zszedł;0;0;0;0;63
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Mateusz Ziółkowski;27;0;Wszedł;0;0;0;63;0
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Jaka Kolenc;77;0;Zszedł;0;0;0;0;77
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Tomasz Jodłowiec;13;0;Wszedł;0;0;0;77;0
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Michał Janota;90;0;Cały mecz;0;0;0;0;0
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Marcel Misztal;63;1;Zszedł;0;0;0;0;63
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Jakub Kisiel;27;0;Wszedł;0;0;0;63;0
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Maksymilian Banaszewski;77;0;Zszedł;0;0;0;0;77
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Lionel Abate Etoundi;13;0;Wszedł;0;0;0;77;0
2023/2024;29 lipca 2023 15:00;Podbeskidzie Bielsko-Biała;Znicz Pruszków;1 - 1;Gospodarz;Znicz Pruszków;Bartosz Bida;90;0;Cały mecz;0;1;0;0;0
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Patryk Procek;90;0;Cały mecz;0;0;0;0;0
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Jeppe Simonsen;65;0;Zszedł;0;0;0;0;65
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Jakub Kisiel;25;0;Wszedł;0;0;0;65;0
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Daniel Mikołajewski;90;0;Cały mecz;0;1;0;0;0
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Martin Chlumecký;90;0;Cały mecz;0;0;0;0;0
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Piotr Tomasik;90;0;Cały mecz;0;0;0;0;0
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Maksymilian Sitek;75;0;Zszedł;0;0;0;0;75
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Haris Kadrić;15;0;Wszedł;0;0;0;75;0
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Jaka Kolenc;90;0;Cały mecz;0;0;0;0;0
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Marcel Misztal;65;0;Zszedł;0;0;0;0;65
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Mateusz Ziółkowski;25;0;Wszedł;0;0;0;65;0
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Michał Janota;90;0;Cały mecz;0;0;0;0;0
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Maksymilian Banaszewski;75;0;Zszedł;0;0;0;0;75
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Lionel Abate Etoundi;15;1;Wszedł;0;0;0;75;0
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Bartosz Bida;89;0;Zszedł;0;1;0;0;89
2023/2024;7 sierpnia 2023 20:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Resovia;Michał Stryjewski;1;0;Wszedł;0;1;0;89;0
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Patryk Procek;90;0;Cały mecz;0;0;0;0;0
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Mateusz Ziółkowski;90;0;Cały mecz;0;0;0;0;0
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Daniel Mikołajewski;85;0;Zszedł;0;0;0;0;85
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Michał Stryjewski;5;0;Wszedł;0;0;0;85;0
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Jan Hlavica;90;0;Cały mecz;0;0;0;0;0
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Martin Chlumecký;90;0;Cały mecz;0;1;0;0;0
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Piotr Tomasik;90;0;Cały mecz;0;1;0;0;0
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Michał Janota;90;0;Cały mecz;0;0;0;0;0
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Jaka Kolenc;79;0;Zszedł;0;0;0;0;79
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Haris Kadrić;11;0;Wszedł;0;0;0;79;0
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Marcel Misztal;46;0;Zszedł;0;0;0;0;46
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Jakub Kisiel;44;0;Wszedł;0;0;0;46;0
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Maksymilian Banaszewski;62;0;Zszedł;0;1;0;0;62
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Maksymilian Sitek;28;0;Wszedł;0;1;0;62;0
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Bartosz Bida;62;0;Zszedł;0;1;0;0;62
2023/2024;12 sierpnia 2023 15:00;Odra Opole;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Odra Opole;Lionel Abate Etoundi;28;0;Wszedł;0;1;0;62;0
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Patryk Procek;90;0;Cały mecz;0;1;0;0;0
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Mateusz Ziółkowski;84;0;Zszedł;0;1;0;0;84
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Jakub Kisiel;6;0;Wszedł;0;1;0;84;0
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Jan Hlavica;90;0;Cały mecz;0;1;0;0;0
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Daniel Mikołajewski;90;1;Cały mecz;0;1;0;0;0
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Martin Chlumecký;90;0;Cały mecz;0;1;0;0;0
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Maksymilian Sitek;67;1;Zszedł;0;0;0;0;67
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Jeppe Simonsen;23;0;Wszedł;0;0;0;67;0
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Tomasz Jodłowiec;90;0;Cały mecz;0;0;0;0;0
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Jaka Kolenc;84;0;Zszedł;0;0;0;0;84
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Piotr Tomasik;6;0;Wszedł;0;0;0;84;0
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Michał Janota;90;0;Zszedł;0;0;0;0;90
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Marcel Misztal;0;0;Wszedł;0;0;0;90;0
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Maksymilian Banaszewski;90;0;Zszedł;0;1;0;0;90
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Michał Stryjewski;0;0;Wszedł;0;1;0;90;0
2023/2024;18 sierpnia 2023 18:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 1;Gospodarz;Zagłębie Sosnowiec;Bartosz Bida;90;0;Cały mecz;0;1;0;0;0
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Patryk Procek;90;0;Cały mecz;0;0;0;0;0
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Mateusz Ziółkowski;90;0;Cały mecz;0;0;0;0;0
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Jan Hlavica;90;0;Cały mecz;0;0;1;0;0
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Daniel Mikołajewski;90;0;Cały mecz;0;0;0;0;0
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Martin Chlumecký;90;0;Cały mecz;0;0;0;0;0
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Maksymilian Sitek;76;0;Zszedł;0;0;0;0;76
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Piotr Tomasik;14;0;Wszedł;0;0;0;76;0
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Tomasz Jodłowiec;68;0;Zszedł;0;0;0;0;68
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Lionel Abate Etoundi;22;0;Wszedł;0;0;0;68;0
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Michał Janota;90;0;Cały mecz;0;0;0;0;0
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Jaka Kolenc;84;0;Zszedł;0;1;0;0;84
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Haris Kadrić;6;0;Wszedł;0;1;0;84;0
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Maksymilian Banaszewski;68;0;Zszedł;0;0;0;0;68
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Mateusz Stryjewski;22;0;Wszedł;0;0;0;68;0
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Bartosz Bida;68;0;Zszedł;0;1;0;0;68
2023/2024;25 sierpnia 2023 20:30;Lechia Gdańsk;Podbeskidzie Bielsko-Biała;3 - 0;Gość;Lechia Gdańsk;Marcel Misztal;22;0;Wszedł;0;1;0;68;0
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Patryk Procek;90;0;Cały mecz;0;0;0;0;0
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Mateusz Ziółkowski;90;1;Cały mecz;0;0;0;0;0
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Daniel Mikołajewski;90;0;Cały mecz;0;0;0;0;0
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Martin Chlumecký;90;0;Cały mecz;0;1;0;0;0
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Piotr Tomasik;80;0;Zszedł;0;1;0;0;80
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Titas Milašius;10;0;Wszedł;0;1;0;80;0
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Bartosz Bida;71;0;Zszedł;0;0;0;0;71
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Maksymilian Sitek;19;0;Wszedł;0;0;0;71;0
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Jakub Kisiel;89;0;Zszedł;0;0;0;0;89
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Marcel Misztal;1;0;Wszedł;0;0;0;89;0
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Tomasz Jodłowiec;90;0;Cały mecz;0;0;0;0;0
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Michał Janota;90;0;Cały mecz;0;0;0;0;0
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Maksymilian Banaszewski;88;0;Zszedł;0;0;0;0;88
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Antonio Perošević;2;0;Wszedł;0;0;0;88;0
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Haris Kadrić;88;0;Zszedł;0;0;0;0;88
2023/2024;3 września 2023 15:00;Podbeskidzie Bielsko-Biała;GKS Katowice;1 - 1;Gospodarz;GKS Katowice;Lionel Abate Etoundi;2;0;Wszedł;0;0;0;88;0
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Patryk Procek;90;0;Cały mecz;0;0;0;0;0
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Mateusz Ziółkowski;90;1;Cały mecz;0;0;0;0;0
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Daniel Mikołajewski;90;0;Cały mecz;0;0;0;0;0
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Martin Chlumecký;90;0;Cały mecz;0;0;0;0;0
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Piotr Tomasik;90;0;Cały mecz;0;1;0;0;0
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Bartosz Bida;69;1;Zszedł;0;0;0;0;69
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Antonio Perošević;21;0;Wszedł;0;0;0;69;0
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Tomasz Jodłowiec;90;0;Cały mecz;0;1;0;0;0
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Jakub Kisiel;65;0;Zszedł;0;0;0;0;65
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Jaka Kolenc;25;0;Wszedł;0;0;0;65;0
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Michał Janota;87;0;Zszedł;0;0;0;0;87
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Marcel Misztal;3;0;Wszedł;0;0;0;87;0
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Maksymilian Banaszewski;65;0;Zszedł;0;0;0;0;65
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Maksymilian Sitek;25;0;Wszedł;0;0;0;65;0
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Lionel Abate Etoundi;86;0;Zszedł;0;1;0;0;86
2023/2024;17 września 2023 16:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;Haris Kadrić;4;0;Wszedł;0;1;0;86;0
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Patrik Lukáč;90;0;Cały mecz;0;0;0;0;0
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Mateusz Ziółkowski;90;0;Cały mecz;0;0;0;0;0
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Daniel Mikołajewski;90;0;Cały mecz;0;0;0;0;0
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Jan Hlavica;90;0;Cały mecz;0;0;0;0;0
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Martin Chlumecký;90;0;Cały mecz;0;0;0;0;0
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Bartosz Bida;78;0;Zszedł;0;0;0;0;78
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Titas Milašius;12;0;Wszedł;0;0;0;78;0
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Tomasz Jodłowiec;90;0;Cały mecz;0;0;0;0;0
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Michał Janota;90;1;Cały mecz;0;0;0;0;0
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Jakub Kisiel;63;0;Zszedł;0;0;0;0;63
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Jaka Kolenc;27;0;Wszedł;0;0;0;63;0
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Maksymilian Sitek;78;0;Zszedł;0;1;0;0;78
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Maksymilian Banaszewski;12;0;Wszedł;0;1;0;78;0
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Lionel Abate Etoundi;90;0;Zszedł;0;0;0;0;90
2023/2024;22 września 2023 18:00;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 1;Gospodarz;Górnik Łęczna;Haris Kadrić;0;0;Wszedł;0;0;0;90;0
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Patrik Lukáč;90;0;Cały mecz;0;0;0;0;0
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Mateusz Ziółkowski;90;0;Cały mecz;0;1;1;0;0
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Daniel Mikołajewski;90;0;Cały mecz;0;1;0;0;0
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Jan Hlavica;90;0;Cały mecz;0;0;0;0;0
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Martin Chlumecký;90;0;Cały mecz;0;0;0;0;0
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Bartosz Bida;90;0;Cały mecz;0;0;0;0;0
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Tomasz Jodłowiec;79;0;Zszedł;0;0;0;0;79
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Antonio Perošević;11;0;Wszedł;0;0;0;79;0
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Michał Janota;90;0;Cały mecz;0;0;0;0;0
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Jakub Kisiel;52;0;Zszedł;0;0;0;0;52
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Piotr Tomasik;38;0;Wszedł;0;0;0;52;0
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Maksymilian Sitek;67;0;Zszedł;0;0;0;0;67
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Haris Kadrić;23;0;Wszedł;0;0;0;67;0
2023/2024;29 września 2023 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Polonia Warszawa;Lionel Abate Etoundi;79;0;Zszedł;0;0;0;0;79
