Mecz,kolejka,sezon,data meczu,data sortowanie,miejsce rozgrywania,TSP,rywal,wynik,strzelcy,rozgrywki,frekwencja
148,11,2001/02,"niedziela, 7 października 2001",10-07),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Mec Sławięcice,1-1,Szłapa 21,II liga,
149,12,2001/02,"niedziela, 14 października 2001",10-14),Knurów,Podbeskidzie Bielsko-Biała,Concordia Knurów,2-0,"Zięba 45, Pajkos 60",II liga,
150,13,2001/02,"niedziela, 21 października 2001",10-21),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Grunwald Ruda Śląska,4-0,"Sikora 21, 56, Woźniak 25, Więzik 90",II liga,
151,14,2001/02,"sobota, 27 października 2001",10-27),Legnica,Podbeskidzie Bielsko-Biała,Miedź Legnica,1-1,Stawecki 51,II liga,
152,15,2001/02,"niedziela, 4 listopada 2001",11-04),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Lechia Zielona Góra,4-0,"Stawecki 34, 70, Sikora 14, Szłapa 59",II liga,
153,16,2001/02,"sobota, 10 listopada 2001",11-10),Świebodzin,Podbeskidzie Bielsko-Biała,Pogoń Świebodzin,1-1,Szłapa 77,II liga,
154,17,2001/02,"niedziela, 18 listopada 2001",11-18),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Czarni Żagań,3-0,"Szłapa 14, Pajkos 35, Stawecki 43",II liga,
156,18,2001/02,"sobota, 16 marca 2002",03-16),Jastrzębie,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,0-2,,II liga,
157,19,2001/02,"niedziela, 24 marca 2002",03-24),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik MK Katowice,3-1,"Sikora 18, Krupa 68, Piekarski 90",II liga,
158,20,2001/02,"piątek, 29 marca 2002",03-29),Drezdenko,Podbeskidzie Bielsko-Biała,Lubuszanin Drezdenko,2-0,"Sikora 8, Stawecki 54",II liga,
159,21,2001/02,"niedziela, 7 kwietnia 2002",04-07),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Piast Gliwice,0-0,,II liga,
160,22,2001/02,"sobota, 13 kwietnia 2002",04-13),Oleśnica,Podbeskidzie Bielsko-Biała,Pogoń Oleśnica,1-0,Więzik 66,II liga,
161,23,2001/02,"niedziela, 21 kwietnia 2002",04-21),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Błękitni-Bielawianka Bielawa,3-0,"Sikora 24, Bogdan 65, Więzik 75",II liga,
155,24,2001/02,"środa, 24 kwietnia 2002",04-24),Katowice,Podbeskidzie Bielsko-Biała,Rozwój Katowice,2-0,"Więzik 88, 90",II liga,
162,25,2001/02,"niedziela, 28 kwietnia 2002",04-28),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Inkopax Wrocław,1-1,Kurzeja 80,II liga,
163,26,2001/02,"środa, 1 maja 2002",05-01),Bytom,Podbeskidzie Bielsko-Biała,Polonia Bytom,2-0,"Więzik 25, Szłapa 88",II liga,
164,27,2001/02,"niedziela, 5 maja 2002",05-05),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chrobry Głogów,4-0,"Więzik 9, 60, Stawecki 78, Woźniak 82",II liga,
165,28,2001/02,"sobota, 11 maja 2002",05-11),Kędzierzyn-Koźle,Podbeskidzie Bielsko-Biała,KS Kędzierzyn-Koźle,2-0,"Szłapa 48, 75",II liga,
166,29,2001/02,"niedziela, 19 maja 2002",05-19),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Concordia Knurów,3-0,"Krupa 29, Więzik 84, Woźniak 86",II liga,
167,30,2001/02,"sobota, 25 maja 2002",05-25),Ruda Śląska,Podbeskidzie Bielsko-Biała,Grunwald Ruda Śląska,1-0,Szłapa 54,II liga,
168,31,2001/02,"niedziela, 2 czerwca 2002",06-02),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Miedź Legnica,5-2,"Bogdan 10, 38, Sikora 21, 64, Pajkos74",II liga,
169,32,2001/02,"środa, 5 czerwca 2002",06-05),Zielona Góra,Podbeskidzie Bielsko-Biała,Lechia Zielona Góra,0-3,,II liga,
170,33,2001/02,"sobota, 8 czerwca 2002",06-08),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Pogoń Świebodzin,4-0,"Więzik 6, 78, Sikora 55, Stawecki 69",II liga,
171,34,2001/02,"sobota, 15 czerwca 2002",06-15),Żagań,Podbeskidzie Bielsko-Biała,Czarni Żagań,2-0,"Szłapa 45, Więzik 61",II liga,
172,1,2002/03,"niedziela, 4 sierpnia 2002",08-04),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Tłoki Gorzyce,0-0,,I liga,6 000
173,2,2002/03,"sobota, 10 sierpnia 2002",08-10),Polkowice,Podbeskidzie Bielsko-Biała,Górnik Polkowice,0-2,,I liga,1 500
174,3,2002/03,"wtorek, 20 sierpnia 2002",08-20),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Ceramika Opoczno,1-1,Adrian Sikora 68,I liga,5 000
175,4,2002/03,"sobota, 24 sierpnia 2002",08-24),Radzionków,Podbeskidzie Bielsko-Biała,Ruch Radzionków,0-0,,I liga,800
176,5,2002/03,"piątek, 30 sierpnia 2002",08-30),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Hetman Zamość,3-2,"Adrian Sikora 1, 69, Andrzej Szłapa 56",I liga,5 000
177,6,2002/03,"niedziela, 8 września 2002",09-08),Piotrków Trybunalski,Podbeskidzie Bielsko-Biała,Piotrcovia Piotrków Trybunalski,2-1,"Adrian Sikora 29, 85",I liga,1 000
178,7,2002/03,"niedziela, 15 września 2002",09-15),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Arka Gdynia,1-1,Marcin Żukowski 83,I liga,8 000
179,8,2002/03,"sobota, 21 września 2002",09-21),Wrocław,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,0-1,,I liga,3 000
180,9,2002/03,"niedziela, 29 września 2002",09-29),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Aluminium Konin,2-0,"Andrzej Szłapa 22, Piotr Czak 43",I liga,5 500
181,10,2002/03,"sobota, 5 października 2002",10-05),Radomsko,Podbeskidzie Bielsko-Biała,RKS Radomsko,2-2,"Grzegorz Więzik 3, Piotr Czak 61",I liga,1 000
182,11,2002/03,"niedziela, 13 października 2002",10-13),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Łęczna,2-2,"Grzegorz Więzik 2, Marcin Żukowski 90",I liga,4 000
183,12,2002/03,"niedziela, 20 października 2002",10-20),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stomil Olsztyn,2-1,"Andrzej Szłapa 3, Jarosław Bujok 59",I liga,5 000
184,13,2002/03,"sobota, 26 października 2002",10-26),Stalowa Wola,Podbeskidzie Bielsko-Biała,Stal Stalowa Wola,1-2,Marcin Żukowski,I liga,1 000
185,14,2002/03,"niedziela, 3 listopada 2002",11-03),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Świt Nowy Dwór Mazowiecki,1-1,Jarosław Bujok 45,I liga,6 000
186,15,2002/03,"sobota, 9 listopada 2002",11-09),Bełchatów,Podbeskidzie Bielsko-Biała,GKS Bełchatów,0-2,,I liga,400
187,16,2002/03,"niedziela, 17 listopada 2002",11-17),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Łódzki KS,2-1,"Marcin Żukowski 12, 38",I liga,7 000
188,17,2002/03,"sobota, 23 listopada 2002",11-23),Wrocław,Podbeskidzie Bielsko-Biała,Polar Wrocław,1-2,Adrian Sikora 81,I liga,150
189,18,2002/03,"niedziela, 16 marca 2003",03-16),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Polkowice,0-1,,I liga,4 000
190,19,2002/03,"sobota, 22 marca 2003",03-22),Opoczno,Podbeskidzie Bielsko-Biała,Ceramika Opoczno,0-1,,I liga,500
191,20,2002/03,"niedziela, 30 marca 2003",03-30),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Ruch Radzionków,3-0,"Piotr Czak 89, Piotr Cetnarowicz 90, Damian Zdolski 90",I liga,3 500
192,21,2002/03,"sobota, 5 kwietnia 2003",04-05),Zamość,Podbeskidzie Bielsko-Biała,Hetman Zamość,1-0,Marcin Klaczka 67,I liga,1 000
193,22,2002/03,"środa, 9 kwietnia 2003",04-09),Gorzyce,Podbeskidzie Bielsko-Biała,Tłoki Gorzyce,4-1,"Damian Zdolski 1, 65, 86, Jarosław Bujok 34",I liga,400
194,23,2002/03,"niedziela, 13 kwietnia 2003",04-13),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Piotrcovia Piotrków Trybunalski,1-2,Jarosław Bujok 57,I liga,5 500
195,24,2002/03,"sobota, 19 kwietnia 2003",04-19),Gdynia,Podbeskidzie Bielsko-Biała,Arka Gdynia,0-0,,I liga,3 000
196,25,2002/03,"niedziela, 27 kwietnia 2003",04-27),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,0-0,,I liga,4 000
197,26,2002/03,"środa, 30 kwietnia 2003",04-30),Konin,Podbeskidzie Bielsko-Biała,Aluminium Konin,0-2,,I liga,1 500
198,27,2002/03,"niedziela, 4 maja 2003",05-04),Bielsko-Biała,Podbeskidzie Bielsko-Biała,RKS Radomsko,1-0,Piotr Czak 15,I liga,4 000
199,28,2002/03,"sobota, 10 maja 2003",05-10),Łęczna,Podbeskidzie Bielsko-Biała,Górnik Łęczna,1-2,Piotr Cetnarowicz 82,I liga,2 000
200,29,2002/03,"sobota, 17 maja 2003",05-17),Olsztyn,Podbeskidzie Bielsko-Biała,Stomil Olsztyn,0-0,,I liga,500
201,30,2002/03,"środa, 21 maja 2003",05-21),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stal Stalowa Wola,2-0,"Bartosz Woźniak 26, Jaromir Wieprzęć 69 (s)",I liga,2 500
202,31,2002/03,"sobota, 24 maja 2003",05-24),Nowy Dwór Mazowiecki,Podbeskidzie Bielsko-Biała,Świt Nowy Dwór Mazowiecki,0-1,,I liga,1 000
203,32,2002/03,"sobota, 31 maja 2003",05-31),Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Bełchatów,1-2,Robert Piekarski 58,I liga,3 500
204,33,2002/03,"środa, 4 czerwca 2003",06-04),Łódź,Podbeskidzie Bielsko-Biała,Łódzki KS,0-0,,I liga,3 500
205,34,2002/03,"sobota, 7 czerwca 2003",06-07),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Polar Wrocław,1-1,Grzegorz Bogdan 60,I liga,4 000
206,I runda,2003/04,"wtorek, 29 lipca 2003",07-29),Częstochowa,Podbeskidzie Bielsko-Biała,Raków Częstochowa,1-1 pd. k. 4-2,Piotr Czak 14,Puchar Polski,2 500
207,1,2003/04,"sobota, 9 sierpnia 2003",08-09),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Tłoki Gorzyce,1-1,Paweł Jermakowicz 54,I liga,5 500
208,2,2003/04,"środa, 13 sierpnia 2003",08-13),Jaworzno,Podbeskidzie Bielsko-Biała,Szczakowianka Jaworzno,2-5,"Paweł Stalmach 69, Abel Salami 74",I liga,1 500
209,3,2003/04,"sobota, 16 sierpnia 2003",08-16),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Polar Wrocław,2-1,"Jarosław Bujok 43, Abel Salami 71",I liga,3 500
210,4,2003/04,"sobota, 23 sierpnia 2003",08-23),Opoczno,Podbeskidzie Bielsko-Biała,Stasiak Opoczno,2-1,"Mieczysław Agaon 55, Jarosław Bujok 65",I liga,300
211,5,2003/04,"sobota, 30 sierpnia 2003",08-30),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Ruch Chorzów,2-1,"Robert Piekarski 31, Bartosz Woźniak 78",I liga,6 000
212,6,2003/04,"środa, 3 września 2003",09-03),Radomsko,Podbeskidzie Bielsko-Biała,RKS Radomsko,1-2,Paweł Jermakowicz 28,I liga,1 200
213,7,2003/04,"niedziela, 7 września 2003",09-07),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Arka Gdynia,2-2,"Jarosław Bujok 18, 90",I liga,5 500
214,8,2003/04,"sobota, 13 września 2003",09-13),Białystok,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok,1-3,Damian Zdolski 54,I liga,4 000
215,9,2003/04,"sobota, 20 września 2003",09-20),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Błękitni Stargard Szczeciński,anulowany było 0-0,,I liga,3 500
216,10,2003/04,"sobota, 27 września 2003",09-27),Gliwice,Podbeskidzie Bielsko-Biała,Piast Gliwice,0-2,,I liga,2 500
217,11,2003/04,"sobota, 4 października 2003",10-04),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Cracovia,0-3,,I liga,4 000
218,12,2003/04,"niedziela, 12 października 2003",10-12),Ostrowiec Świętokrzyski,Podbeskidzie Bielsko-Biała,KSZO Ostrowiec Świętokrzyski,anulowany było 0-1,,I liga,1 500
219,13,2003/04,"sobota, 18 października 2003",10-18),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Lubin,4-2,"Mieczysław Agafon 24, Jarosław  Bujok 81, Andrzej Szłapa 84, Marcin Klaczka 89",I liga,2 500
220,14,2003/04,"sobota, 25 października 2003",10-25),Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Bełchatów,2-1,"Robert Piekarski 47, Mieczysław Sikora 72",I liga,2 500
221,15,2003/04,"sobota, 8 listopada 2003",11-08),Szczecin,Podbeskidzie Bielsko-Biała,Pogoń Szczecin,0-1,,I liga,11 000
222,16,2003/04,"sobota, 15 listopada 2003",11-15),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Aluminium Konin,2-0,"Marcin Klaczka 79, Jarosław Bujok 81",I liga,3 000
223,17,2003/04,"sobota, 22 listopada 2003",11-22),Łódź,Podbeskidzie Bielsko-Biała,Łódzki KS,0-1,,I liga,4 500
224,18,2003/04,"sobota, 13 marca 2004",03-13),Gorzyce,Podbeskidzie Bielsko-Biała,Tłoki Gorzyce,1-0,Andriej Szyło 16,I liga,900
225,19,2003/04,"sobota, 20 marca 2004",03-20),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Szczakowianka Jaworzno,2-0,"Piotr Czak 23, Łukasz Błasiak 38",I liga,5 000
226,20,2003/04,"sobota, 27 marca 2004",03-27),Wrocław,Podbeskidzie Bielsko-Biała,Polar Wrocław,2-0,"Łukasz Błasiak 37, Bartosz Woźniak 86",I liga,600
227,21,2003/04,"sobota, 3 kwietnia 2004",04-03),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stasiak Opoczno,1-1,Mieczysław Agafon 47,I liga,4 500
228,22,2003/04,"sobota, 10 kwietnia 2004",04-10),Chorzów,Podbeskidzie Bielsko-Biała,Ruch Chorzów,2-2,"Jarosław Bujok 62, 87",I liga,4 500
229,23,2003/04,"sobota, 17 kwietnia 2004",04-17),Bielsko-Biała,Podbeskidzie Bielsko-Biała,RKS Radomsko,0-1,,I liga,4 000
230,24,2003/04,"sobota, 24 kwietnia 2004",04-24),Gdynia,Podbeskidzie Bielsko-Biała,Arka Gdynia,0-2,,I liga,3 500
231,25,2003/04,"czwartek, 29 kwietnia 2004",04-29),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok,2-0,"Łukasz Błasiak 3, 24",I liga,3 000
232,27,2003/04,"sobota, 8 maja 2004",05-08),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Piast Gliwice,0-3,,I liga,3 500
233,28,2003/04,"środa, 12 maja 2004",05-12),Kraków,Podbeskidzie Bielsko-Biała,Cracovia,2-3,"Wojciech Rączka 15, Mieczysław Agafon 27",I liga,4 000
234,30,2003/04,"piątek, 21 maja 2004",05-21),Lubin,Podbeskidzie Bielsko-Biała,Zagłębie Lubin,0-2,,I liga,2 500
235,31,2003/04,"sobota, 29 maja 2004",05-29),Bełchatów,Podbeskidzie Bielsko-Biała,GKS Bełchatów,0-3,,I liga,2 000
236,32,2003/04,"środa, 2 czerwca 2004",06-02),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Pogoń Szczecin,1-2,Piotr Czak 84,I liga,2 500
237,33,2003/04,"niedziela, 6 czerwca 2004",06-06),Konin,Podbeskidzie Bielsko-Biała,Aluminium Konin,1-0,Bartosz Woźniak 79,I liga,700
238,34,2003/04,"piątek, 11 czerwca 2004",06-11),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Łódzki KS,2-0,"Mieczysłąw Agafon 81, 86",I liga,2 000
239,1,2004/05,"sobota, 31 lipca 2004",07-31),Łódź,Podbeskidzie Bielsko-Biała,Łódzki KS,0-0,,I liga,6 000
240,I runda,2004/05,"wtorek, 3 sierpnia 2004",08-03),Żary,Podbeskidzie Bielsko-Biała,Promień Żary,4-0,"Błażej Radler 41, Artur Rozmus 53, Wojciech Rączka 54, Jarosław Bujok 90",Puchar Polski,500
241,2,2004/05,"sobota, 7 sierpnia 2004",08-07),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Kujawiak Włocławek,2-1,"Artur Rozmus 35, Damian Zdolski 71",I liga,4 500
242,3,2004/05,"piątek, 13 sierpnia 2004",08-13),Gdynia,Podbeskidzie Bielsko-Biała,Arka Gdynia,0-2,,I liga,2 000
243,4,2004/05,"sobota, 21 sierpnia 2004",08-21),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Korona Kielce,0-2,,I liga,4 500
244,5,2004/05,"środa, 25 sierpnia 2004",08-25),Bełchatów,Podbeskidzie Bielsko-Biała,GKS Bełchatów,1-3,Artur Rozmus 5,I liga,3 000
245,6,2004/05,"sobota, 28 sierpnia 2004",08-28),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Szczakowianka Jaworzno,0-0,,I liga,3 000
246,7,2004/05,"niedziela, 5 września 2004",09-05),Radom,Podbeskidzie Bielsko-Biała,Radomiak Radom,1-0,Daniel Dubicki 12,I liga,2 000
247,8,2004/05,"sobota, 11 września 2004",09-11),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Ruch Chorzów,0-0,,I liga,4 500
248,9,2004/05,"sobota, 18 września 2004",09-18),Białystok,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok,1-1,Artur Rozmus 26,I liga,2 000
249,1,2004/05,"wtorek, 21 września 2004",09-21),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Zabrze,3-2,"Artur Prokop 51, Daniel Dubicki 55, Piotr Koman 74",Puchar Polski,1 800
250,10,2004/05,"sobota, 25 września 2004",09-25),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Widzew Łódź,0-2,,I liga,4 500
251,11,2004/05,"sobota, 2 października 2004",10-02),Nowy Dwór Mazowiecki,Podbeskidzie Bielsko-Biała,Świt Nowy Dwór Mazowiecki,1-1,Jarosław Bujok 61,I liga,800
252,2,2004/05,"wtorek, 5 października 2004",10-05),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Skalnik Gracze,4-1,"Bogdan Prusek 22, 83, Piotr Koman 60, Łukasz  Błasiak 75",Puchar Polski,1 000
253,12,2004/05,"sobota, 9 października 2004",10-09),Polkowice,Podbeskidzie Bielsko-Biała,Górnik Polkowice,1-0,Artur Prokop 64,I liga,1 000
254,13,2004/05,"sobota, 16 października 2004",10-16),Bielsko-Biała,Podbeskidzie Bielsko-Biała,KSZO Ostrowiec Świętokrzyski,2-1,"Jaromir Wieprzęć 24 (s), Adam Kompała 90",I liga,2 500
255,14,2004/05,"sobota, 23 października 2004",10-23),Radomsko,Podbeskidzie Bielsko-Biała,RKS Radomsko,0-3,,I liga,1 500
256,3,2004/05,"wtorek, 26 października 2004",10-26),Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Katowice,1-1,Piotr Koman 24,Puchar Polski,1 500
257,15,2004/05,"sobota, 30 października 2004",10-30),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Piast Gliwice,1-0,Jarosław Bujok 28,I liga,3 000
258,16,2004/05,"niedziela, 7 listopada 2004",11-07),Sosnowiec,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,3-1,"Grzegorz Pater 6, Łukasz Błasiak 72, 79",I liga,3 000
259,4,2004/05,"środa, 10 listopada 2004",11-10),Zabrze,Podbeskidzie Bielsko-Biała,Górnik Zabrze,1-3,Artur Rozmus 73,Puchar Polski,1 700
260,17,2004/05,"niedziela, 14 listopada 2004",11-14),Bielsko-Biała,Podbeskidzie Bielsko-Biała,MKS Mława,2-0,"Bogdan Prusek 76, Błażej Radler 82",I liga,3 000
261,5,2004/05,"niedziela, 28 listopada 2004",11-28),Gracze,Podbeskidzie Bielsko-Biała,Skalnik Gracze,3-0,"Daniel Dubicki 13, Adam Kompała 60, Łukasz Błasiak 81",Puchar Polski,500
262,6,2004/05,"sobota, 4 grudnia 2004",12-04),Katowice,Podbeskidzie Bielsko-Biała,GKS Katowice,2-1,"Artur Rozmus 76, 84",Puchar Polski,4 000
263,19,2004/05,"niedziela, 20 marca 2005",03-20),Włocławek,Podbeskidzie Bielsko-Biała,Kujawiak Włocławek,1-3,Grzegorz Pater 27,I liga,3 500
264,1/8 finału,2004/05,"środa, 23 marca 2005",03-23),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Pogoń Szczecin,1-1,Grzegorz Pater 80,Puchar Polski,3 000
265,20,2004/05,"czwartek, 31 marca 2005",03-31),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Arka Gdynia,1-0,Jarosław Bujok 27,I liga,3 000
266,22,2004/05,"niedziela, 10 kwietnia 2005",04-10),Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Bełchatów,4-0,"Rafał Andraszak 13, Tomasz Księżyc 45, 82, Adam Kompała 75",I liga,4 500
267,1/8 finału,2004/05,"środa, 13 kwietnia 2005",04-13),Szczecin,Podbeskidzie Bielsko-Biała,Pogoń Szczecin,0-1,,Puchar Polski,5 000
268,23,2004/05,"sobota, 16 kwietnia 2005",04-16),Jaworzno,Podbeskidzie Bielsko-Biała,Szczakowianka Jaworzno,2-1,"Jarosław Bujok 44, Adam Kompała 62",I liga,2 500
269,24,2004/05,"środa, 20 kwietnia 2005",04-20),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Radomiak Radom,1-0,Artur Rozmus 81,I liga,3 500
270,25,2004/05,"sobota, 23 kwietnia 2005",04-23),Chorzów,Podbeskidzie Bielsko-Biała,Ruch Chorzów,0-0,,I liga,2 500
271,21,2004/05,"środa, 27 kwietnia 2005",04-27),Kielce,Podbeskidzie Bielsko-Biała,Korona Kielce,1-2,Łukasz Błasiak 39,I liga,3 000
272,26,2004/05,"sobota, 30 kwietnia 2005",04-30),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok,0-0,,I liga,4 000
273,18,2004/05,"środa, 4 maja 2005",05-04),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Łódzki KS,3-0,"Grzegorz Pater 23, Błażej Radler 41, François Endene 72",I liga,2 000
274,27,2004/05,"sobota, 7 maja 2005",05-07),Łódź,Podbeskidzie Bielsko-Biała,Widzew Łódź,0-3,,I liga,4 000
275,28,2004/05,"środa, 11 maja 2005",05-11),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Świt Nowy Dwór Mazowiecki,2-1,"Jarosław Bujok 2, 41",I liga,2 000
276,29,2004/05,"niedziela, 22 maja 2005",05-22),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Polkowice,2-1,"Artur Prokop 57, 73",I liga,4 000
277,30,2004/05,"sobota, 28 maja 2005",05-28),Ostrowiec Świętokrzyski,Podbeskidzie Bielsko-Biała,KSZO Ostrowiec Świętokrzyski,1-2,Grzegorz Pater 18,I liga,3 000
278,31,2004/05,"środa, 1 czerwca 2005",06-01),Bielsko-Biała,Podbeskidzie Bielsko-Biała,RKS Radomsko,3-0,"Mariusz Sacha 1, Adam Kompała 40, François Endene 85",I liga,2 000
279,32,2004/05,"sobota, 4 czerwca 2005",06-04),Gliwice,Podbeskidzie Bielsko-Biała,Piast Gliwice,0-2,,I liga,1 500
280,33,2004/05,"środa, 8 czerwca 2005",06-08),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,2-1,"Grzegorz Pater 63, Rafał Andraszak 66",I liga,3 000
281,34,2004/05,"sobota, 11 czerwca 2005",06-11),Mława,Podbeskidzie Bielsko-Biała,MKS Mława,1-0,François Endene 13,I liga,500
282,1,2005/06,"sobota, 30 lipca 2005",07-30),Sosnowiec,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,1-2,Piotr Gierczak 45,I liga,4 000
283,2,2005/06,"niedziela, 7 sierpnia 2005",08-07),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Lechia Gdańsk,1-1,Grzegorz Podstawek 73,I liga,4 000
284,I runda,2005/06,"wtorek, 9 sierpnia 2005",08-09),Świnoujście,Podbeskidzie Bielsko-Biała,Flota Świnoujście,3-1 pd.,"Marcin Makuch 86, Tomasz Górkiewicz 101, Piotr Koman 114",Puchar Polski,1 000
285,3,2005/06,"sobota, 13 sierpnia 2005",08-13),Wrocław,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,2-3,"Piotr Koman 3, Marcin Makuch 63",I liga,6 000
286,4,2005/06,"sobota, 20 sierpnia 2005",08-20),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Heko Czermno,1-1,Grzegorz Pater 17,I liga,2 500
287,5,2005/06,"sobota, 27 sierpnia 2005",08-27),Nowe Miasto Lubawskie,Podbeskidzie Bielsko-Biała,Drwęca Nowe Miasto Lubawskie,1-1,Grzegorz Pater 88,I liga,1 700
288,6,2005/06,"niedziela, 4 września 2005",09-04),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Radomiak Radom,1-1,Wojciech Rączka 40,I liga,1 500
289,7,2005/06,"niedziela, 11 września 2005",09-11),Gliwice,Podbeskidzie Bielsko-Biała,Piast Gliwice,2-3,"Grzegorz Pater 39, Paweł Sobczak 77",I liga,1 500
290,8,2005/06,"sobota, 17 września 2005",09-17),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Polonia Bytom,2-3,"Błażej Jankowski 68, Dariusz Kołodziej 80",I liga,1 500
291,II runda,2005/06,"wtorek, 20 września 2005",09-20),Bełchatów,Podbeskidzie Bielsko-Biała,GKS Bełchatów,1-0,Dariusz Kołodziej 5,Puchar Polski,1 000
292,9,2005/06,"piątek, 23 września 2005",09-23),Łódź,Podbeskidzie Bielsko-Biała,Łódzki KS,0-3,,I liga,4 000
293,10,2005/06,"sobota, 1 października 2005",10-01),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Szczakowianka Jaworzno,1-1,Grzegorz Pater 20,I liga,1 200
294,11,2005/06,"czwartek, 6 października 2005",10-06),Nowy Dwór Mazowiecki,Podbeskidzie Bielsko-Biała,Świt Nowy Dwór Mazowiecki,1-1,Grzegorz Pater 50,I liga,500
295,12,2005/06,"sobota, 15 października 2005",10-15),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Polkowice,2-0,"Piotr Koman 66, Grzegorz Podstawek 90",I liga,1 500
296,13,2005/06,"piątek, 21 października 2005",10-21),Ostrowiec Świętokrzyski,Podbeskidzie Bielsko-Biała,KSZO Ostrowiec Świętokrzyski,0-1,,I liga,3 000
297,II runda,2005/06,"wtorek, 25 października 2005",10-25),Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Bełchatów,1-0,Bartłomiej Socha 75,Puchar Polski,600
298,14,2005/06,"sobota, 29 października 2005",10-29),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zawisza Bydgoszcz,1-0,Grzegorz Pater 78,I liga,1 500
299,15,2005/06,"sobota, 5 listopada 2005",11-05),Białystok,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok,1-3,Marcin Makuch 49,I liga,4 500
